nivel,unidade,unidade_nome,objetivo,objetivo_nome,ano_indice,sub_indice,indice_geral,n_objetivos_com_dados,posicao_no_objetivo
municipio,3548708,São Bernardo do Campo,9,Transparência e Participação,,55.56,,,168
municipio,3548807,São Caetano do Sul,1,Governança do Governo Digital,,100.0,,,1
municipio,3548807,São Caetano do Sul,2,Qualidade dos Serviços Digitais,,91.33,,,20
municipio,3548807,São Caetano do Sul,3,Identificação Única,,100.0,,,1
municipio,3548807,São Caetano do Sul,4,Segurança e LGPD,,40.0,,,142
municipio,3548807,São Caetano do Sul,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3548807,São Caetano do Sul,6,Infraestrutura,,97.71,,,10
municipio,3548807,São Caetano do Sul,9,Transparência e Participação,,77.78,,,23
municipio,3548906,São Carlos,1,Governança do Governo Digital,,100.0,,,1
municipio,3548906,São Carlos,2,Qualidade dos Serviços Digitais,,74.67,,,150
municipio,3548906,São Carlos,3,Identificação Única,,100.0,,,1
municipio,3548906,São Carlos,4,Segurança e LGPD,,0.0,,,257
municipio,3548906,São Carlos,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3548906,São Carlos,6,Infraestrutura,,77.43,,,103
municipio,3548906,São Carlos,9,Transparência e Participação,,55.56,,,168
municipio,3549805,São José do Rio Preto,1,Governança do Governo Digital,,100.0,,,1
municipio,3549805,São José do Rio Preto,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,3549805,São José do Rio Preto,3,Identificação Única,,100.0,,,1
municipio,3549805,São José do Rio Preto,4,Segurança e LGPD,,80.0,,,31
municipio,3549805,São José do Rio Preto,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3549805,São José do Rio Preto,6,Infraestrutura,,78.34,,,80
municipio,3549805,São José do Rio Preto,9,Transparência e Participação,,66.67,,,82
municipio,3549904,São José dos Campos,1,Governança do Governo Digital,,100.0,,,1
municipio,3549904,São José dos Campos,2,Qualidade dos Serviços Digitais,,89.33,,,27
municipio,3549904,São José dos Campos,3,Identificação Única,,100.0,,,1
municipio,3549904,São José dos Campos,4,Segurança e LGPD,,100.0,,,1
municipio,3549904,São José dos Campos,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3549904,São José dos Campos,6,Infraestrutura,,87.9,,,37
municipio,3549904,São José dos Campos,9,Transparência e Participação,,77.78,,,23
municipio,3550308,São Paulo,1,Governança do Governo Digital,,100.0,,,1
municipio,3550308,São Paulo,2,Qualidade dos Serviços Digitais,,76.0,,,141
municipio,3550308,São Paulo,3,Identificação Única,,100.0,,,1
municipio,3550308,São Paulo,4,Segurança e LGPD,,100.0,,,1
municipio,3550308,São Paulo,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3550308,São Paulo,6,Infraestrutura,,96.15,,,26
municipio,3550308,São Paulo,9,Transparência e Participação,,77.78,,,23
municipio,3551009,São Vicente,1,Governança do Governo Digital,,100.0,,,1
municipio,3551009,São Vicente,2,Qualidade dos Serviços Digitais,,84.67,,,53
municipio,3551009,São Vicente,3,Identificação Única,,100.0,,,1
municipio,3551009,São Vicente,4,Segurança e LGPD,,20.0,,,190
municipio,3551009,São Vicente,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3551009,São Vicente,6,Infraestrutura,,66.95,,,187
municipio,3551009,São Vicente,9,Transparência e Participação,,55.56,,,168
municipio,3551702,Sertãozinho,1,Governança do Governo Digital,,100.0,,,1
municipio,3551702,Sertãozinho,2,Qualidade dos Serviços Digitais,,64.67,,,230
municipio,3551702,Sertãozinho,3,Identificação Única,,100.0,,,1
municipio,3551702,Sertãozinho,4,Segurança e LGPD,,0.0,,,257
municipio,3551702,Sertãozinho,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3551702,Sertãozinho,6,Infraestrutura,,57.89,,,221
municipio,3551702,Sertãozinho,9,Transparência e Participação,,44.44,,,256
municipio,3552205,Sorocaba,1,Governança do Governo Digital,,100.0,,,1
municipio,3552205,Sorocaba,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3552205,Sorocaba,3,Identificação Única,,100.0,,,1
municipio,3552205,Sorocaba,4,Segurança e LGPD,,100.0,,,1
municipio,3552205,Sorocaba,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3552205,Sorocaba,6,Infraestrutura,,87.3,,,51
municipio,3552205,Sorocaba,9,Transparência e Participação,,77.78,,,23
municipio,3552403,Sumaré,1,Governança do Governo Digital,,100.0,,,1
municipio,3552403,Sumaré,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,3552403,Sumaré,3,Identificação Única,,100.0,,,1
municipio,3552403,Sumaré,4,Segurança e LGPD,,0.0,,,257
municipio,3552403,Sumaré,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3552403,Sumaré,6,Infraestrutura,,47.48,,,281
municipio,3552403,Sumaré,9,Transparência e Participação,,44.44,,,256
municipio,3552502,Suzano,1,Governança do Governo Digital,,100.0,,,1
municipio,3552502,Suzano,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,3552502,Suzano,3,Identificação Única,,100.0,,,1
municipio,3552502,Suzano,4,Segurança e LGPD,,40.0,,,142
municipio,3552502,Suzano,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3552502,Suzano,6,Infraestrutura,,87.92,,,36
municipio,3552502,Suzano,9,Transparência e Participação,,66.67,,,82
municipio,3552809,Taboão da Serra,1,Governança do Governo Digital,,100.0,,,1
municipio,3552809,Taboão da Serra,2,Qualidade dos Serviços Digitais,,74.0,,,158
municipio,3552809,Taboão da Serra,3,Identificação Única,,100.0,,,1
municipio,3552809,Taboão da Serra,4,Segurança e LGPD,,40.0,,,142
municipio,3552809,Taboão da Serra,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3552809,Taboão da Serra,6,Infraestrutura,,88.14,,,31
municipio,3552809,Taboão da Serra,9,Transparência e Participação,,55.56,,,168
municipio,3554003,Tatuí,1,Governança do Governo Digital,,100.0,,,1
municipio,3554003,Tatuí,2,Qualidade dos Serviços Digitais,,76.0,,,141
municipio,3554003,Tatuí,3,Identificação Única,,100.0,,,1
municipio,3554003,Tatuí,4,Segurança e LGPD,,20.0,,,190
municipio,3554003,Tatuí,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3554003,Tatuí,6,Infraestrutura,,66.57,,,199
municipio,3554003,Tatuí,9,Transparência e Participação,,77.78,,,23
municipio,3554102,Taubaté,1,Governança do Governo Digital,,100.0,,,1
municipio,3554102,Taubaté,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3554102,Taubaté,3,Identificação Única,,100.0,,,1
municipio,3554102,Taubaté,4,Segurança e LGPD,,60.0,,,85
municipio,3554102,Taubaté,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3554102,Taubaté,6,Infraestrutura,,77.54,,,100
municipio,3554102,Taubaté,9,Transparência e Participação,,77.78,,,23
municipio,3556206,Valinhos,1,Governança do Governo Digital,,100.0,,,1
municipio,3556206,Valinhos,2,Qualidade dos Serviços Digitais,,81.33,,,89
municipio,3556206,Valinhos,3,Identificação Única,,100.0,,,1
municipio,3556206,Valinhos,4,Segurança e LGPD,,40.0,,,142
municipio,3556206,Valinhos,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3556206,Valinhos,6,Infraestrutura,,77.66,,,96
municipio,3556206,Valinhos,9,Transparência e Participação,,44.44,,,256
municipio,3556503,Várzea Paulista,1,Governança do Governo Digital,,100.0,,,1
municipio,3556503,Várzea Paulista,2,Qualidade dos Serviços Digitais,,78.0,,,124
municipio,3556503,Várzea Paulista,3,Identificação Única,,100.0,,,1
municipio,3556503,Várzea Paulista,4,Segurança e LGPD,,0.0,,,257
municipio,3556503,Várzea Paulista,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3556503,Várzea Paulista,6,Infraestrutura,,68.15,,,142
municipio,3556503,Várzea Paulista,9,Transparência e Participação,,66.67,,,82
municipio,3557006,Votorantim,1,Governança do Governo Digital,,100.0,,,1
municipio,3557006,Votorantim,2,Qualidade dos Serviços Digitais,,82.67,,,70
municipio,3557006,Votorantim,3,Identificação Única,,100.0,,,1
municipio,3557006,Votorantim,4,Segurança e LGPD,,60.0,,,85
municipio,3557006,Votorantim,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3557006,Votorantim,6,Infraestrutura,,67.75,,,155
municipio,3557006,Votorantim,9,Transparência e Participação,,66.67,,,82
municipio,4100400,Almirante Tamandaré,1,Governança do Governo Digital,,100.0,,,1
municipio,4100400,Almirante Tamandaré,2,Qualidade dos Serviços Digitais,,55.33,,,290
municipio,4100400,Almirante Tamandaré,3,Identificação Única,,0.0,,,260
municipio,4100400,Almirante Tamandaré,4,Segurança e LGPD,,80.0,,,31
municipio,4100400,Almirante Tamandaré,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4100400,Almirante Tamandaré,6,Infraestrutura,,56.8,,,243
municipio,4100400,Almirante Tamandaré,9,Transparência e Participação,,66.67,,,82
municipio,4101408,Apucarana,1,Governança do Governo Digital,,100.0,,,1
municipio,4101408,Apucarana,2,Qualidade dos Serviços Digitais,,83.33,,,61
municipio,4101408,Apucarana,3,Identificação Única,,100.0,,,1
municipio,4101408,Apucarana,4,Segurança e LGPD,,100.0,,,1
municipio,4101408,Apucarana,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4101408,Apucarana,6,Infraestrutura,,78.9,,,76
municipio,4101408,Apucarana,9,Transparência e Participação,,66.67,,,82
municipio,4101507,Arapongas,1,Governança do Governo Digital,,100.0,,,1
municipio,4101507,Arapongas,2,Qualidade dos Serviços Digitais,,72.0,,,182
municipio,4101507,Arapongas,3,Identificação Única,,100.0,,,1
municipio,4101507,Arapongas,4,Segurança e LGPD,,60.0,,,85
municipio,4101507,Arapongas,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4101507,Arapongas,6,Infraestrutura,,67.08,,,182
municipio,4101507,Arapongas,9,Transparência e Participação,,66.67,,,82
municipio,4101804,Araucária,1,Governança do Governo Digital,,100.0,,,1
municipio,4101804,Araucária,2,Qualidade dos Serviços Digitais,,70.0,,,198
municipio,4101804,Araucária,3,Identificação Única,,100.0,,,1
municipio,4101804,Araucária,4,Segurança e LGPD,,40.0,,,142
municipio,4101804,Araucária,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4101804,Araucária,6,Infraestrutura,,56.81,,,242
municipio,4101804,Araucária,9,Transparência e Participação,,44.44,,,256
municipio,4103701,Cambé,1,Governança do Governo Digital,,100.0,,,1
municipio,4103701,Cambé,2,Qualidade dos Serviços Digitais,,57.33,,,283
municipio,4103701,Cambé,3,Identificação Única,,0.0,,,260
municipio,4103701,Cambé,4,Segurança e LGPD,,20.0,,,190
municipio,4103701,Cambé,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4103701,Cambé,6,Infraestrutura,,66.41,,,203
municipio,4103701,Cambé,9,Transparência e Participação,,22.22,,,314
municipio,4104204,Campo Largo,1,Governança do Governo Digital,,100.0,,,1
municipio,4104204,Campo Largo,2,Qualidade dos Serviços Digitais,,77.33,,,130
municipio,4104204,Campo Largo,3,Identificação Única,,100.0,,,1
municipio,4104204,Campo Largo,4,Segurança e LGPD,,60.0,,,85
municipio,4104204,Campo Largo,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4104204,Campo Largo,6,Infraestrutura,,77.99,,,85
municipio,4104204,Campo Largo,9,Transparência e Participação,,66.67,,,82
municipio,4104808,Cascavel,1,Governança do Governo Digital,,100.0,,,1
municipio,4104808,Cascavel,2,Qualidade dos Serviços Digitais,,89.33,,,27
municipio,4104808,Cascavel,3,Identificação Única,,100.0,,,1
municipio,4104808,Cascavel,4,Segurança e LGPD,,80.0,,,31
municipio,4104808,Cascavel,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4104808,Cascavel,6,Infraestrutura,,67.82,,,151
municipio,4104808,Cascavel,9,Transparência e Participação,,55.56,,,168
municipio,4105805,Colombo,1,Governança do Governo Digital,,100.0,,,1
municipio,4105805,Colombo,2,Qualidade dos Serviços Digitais,,74.67,,,150
municipio,4105805,Colombo,3,Identificação Única,,100.0,,,1
municipio,4105805,Colombo,4,Segurança e LGPD,,0.0,,,257
municipio,4105805,Colombo,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4105805,Colombo,6,Infraestrutura,,67.45,,,167
municipio,4105805,Colombo,9,Transparência e Participação,,44.44,,,256
municipio,4106902,Curitiba,1,Governança do Governo Digital,,100.0,,,1
municipio,4106902,Curitiba,2,Qualidade dos Serviços Digitais,,100.0,,,1
municipio,4106902,Curitiba,3,Identificação Única,,100.0,,,1
municipio,4106902,Curitiba,4,Segurança e LGPD,,100.0,,,1
municipio,4106902,Curitiba,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4106902,Curitiba,6,Infraestrutura,,87.84,,,38
municipio,4106902,Curitiba,9,Transparência e Participação,,77.78,,,23
municipio,4107652,Fazenda Rio Grande,1,Governança do Governo Digital,,100.0,,,1
municipio,4107652,Fazenda Rio Grande,2,Qualidade dos Serviços Digitais,,70.67,,,192
municipio,4107652,Fazenda Rio Grande,3,Identificação Única,,100.0,,,1
municipio,4107652,Fazenda Rio Grande,4,Segurança e LGPD,,80.0,,,31
municipio,4107652,Fazenda Rio Grande,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4107652,Fazenda Rio Grande,6,Infraestrutura,,77.07,,,117
municipio,4107652,Fazenda Rio Grande,9,Transparência e Participação,,66.67,,,82
municipio,4108304,Foz do Iguaçu,1,Governança do Governo Digital,,100.0,,,1
municipio,4108304,Foz do Iguaçu,2,Qualidade dos Serviços Digitais,,70.67,,,192
municipio,4108304,Foz do Iguaçu,3,Identificação Única,,100.0,,,1
municipio,4108304,Foz do Iguaçu,4,Segurança e LGPD,,40.0,,,142
municipio,4108304,Foz do Iguaçu,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4108304,Foz do Iguaçu,6,Infraestrutura,,67.96,,,148
municipio,4108304,Foz do Iguaçu,9,Transparência e Participação,,33.33,,,301
municipio,4109401,Guarapuava,1,Governança do Governo Digital,,100.0,,,1
municipio,4109401,Guarapuava,2,Qualidade dos Serviços Digitais,,83.33,,,61
municipio,4109401,Guarapuava,3,Identificação Única,,100.0,,,1
municipio,4109401,Guarapuava,4,Segurança e LGPD,,0.0,,,257
municipio,4109401,Guarapuava,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4109401,Guarapuava,6,Infraestrutura,,78.63,,,77
municipio,4109401,Guarapuava,9,Transparência e Participação,,77.78,,,23
municipio,4113700,Londrina,1,Governança do Governo Digital,,100.0,,,1
municipio,4113700,Londrina,2,Qualidade dos Serviços Digitais,,72.0,,,182
municipio,4113700,Londrina,3,Identificação Única,,100.0,,,1
municipio,4113700,Londrina,4,Segurança e LGPD,,60.0,,,85
municipio,4113700,Londrina,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4113700,Londrina,6,Infraestrutura,,67.4,,,171
municipio,4113700,Londrina,9,Transparência e Participação,,77.78,,,23
municipio,4115200,Maringá,1,Governança do Governo Digital,,100.0,,,1
municipio,4115200,Maringá,2,Qualidade dos Serviços Digitais,,90.0,,,22
municipio,4115200,Maringá,3,Identificação Única,,100.0,,,1
municipio,4115200,Maringá,4,Segurança e LGPD,,100.0,,,1
municipio,4115200,Maringá,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4115200,Maringá,6,Infraestrutura,,77.14,,,112
municipio,4115200,Maringá,9,Transparência e Participação,,88.89,,,3
municipio,4118204,Paranaguá,1,Governança do Governo Digital,,100.0,,,1
municipio,4118204,Paranaguá,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,4118204,Paranaguá,3,Identificação Única,,100.0,,,1
municipio,4118204,Paranaguá,4,Segurança e LGPD,,80.0,,,31
municipio,4118204,Paranaguá,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4118204,Paranaguá,6,Infraestrutura,,56.8,,,243
municipio,4118204,Paranaguá,9,Transparência e Participação,,55.56,,,168
municipio,4119152,Pinhais,1,Governança do Governo Digital,,100.0,,,1
municipio,4119152,Pinhais,2,Qualidade dos Serviços Digitais,,78.67,,,119
municipio,4119152,Pinhais,3,Identificação Única,,100.0,,,1
municipio,4119152,Pinhais,4,Segurança e LGPD,,80.0,,,31
municipio,4119152,Pinhais,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4119152,Pinhais,6,Infraestrutura,,77.85,,,89
municipio,4119152,Pinhais,9,Transparência e Participação,,77.78,,,23
municipio,4119509,Piraquara,1,Governança do Governo Digital,,100.0,,,1
municipio,4119509,Piraquara,2,Qualidade dos Serviços Digitais,,73.33,,,168
municipio,4119509,Piraquara,3,Identificação Única,,100.0,,,1
municipio,4119509,Piraquara,4,Segurança e LGPD,,0.0,,,257
municipio,4119509,Piraquara,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4119509,Piraquara,6,Infraestrutura,,58.6,,,219
municipio,4119509,Piraquara,9,Transparência e Participação,,33.33,,,301
municipio,4119905,Ponta Grossa,1,Governança do Governo Digital,,100.0,,,1
municipio,4119905,Ponta Grossa,2,Qualidade dos Serviços Digitais,,83.33,,,61
municipio,4119905,Ponta Grossa,3,Identificação Única,,100.0,,,1
municipio,4119905,Ponta Grossa,4,Segurança e LGPD,,60.0,,,85
municipio,4119905,Ponta Grossa,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4119905,Ponta Grossa,6,Infraestrutura,,87.52,,,46
municipio,4119905,Ponta Grossa,9,Transparência e Participação,,66.67,,,82
municipio,4125506,São José dos Pinhais,1,Governança do Governo Digital,,100.0,,,1
municipio,4125506,São José dos Pinhais,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,4125506,São José dos Pinhais,3,Identificação Única,,100.0,,,1
municipio,4125506,São José dos Pinhais,4,Segurança e LGPD,,20.0,,,190
municipio,4125506,São José dos Pinhais,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4125506,São José dos Pinhais,6,Infraestrutura,,67.0,,,185
municipio,4125506,São José dos Pinhais,9,Transparência e Participação,,55.56,,,168
municipio,4126256,Sarandi,1,Governança do Governo Digital,,100.0,,,1
municipio,4126256,Sarandi,2,Qualidade dos Serviços Digitais,,64.0,,,239
municipio,4126256,Sarandi,3,Identificação Única,,100.0,,,1
municipio,4126256,Sarandi,4,Segurança e LGPD,,40.0,,,142
municipio,4126256,Sarandi,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4126256,Sarandi,6,Infraestrutura,,57.11,,,236
municipio,4126256,Sarandi,9,Transparência e Participação,,77.78,,,23
municipio,4127700,Toledo,1,Governança do Governo Digital,,100.0,,,1
municipio,4127700,Toledo,2,Qualidade dos Serviços Digitais,,81.33,,,89
municipio,4127700,Toledo,3,Identificação Única,,100.0,,,1
municipio,4127700,Toledo,4,Segurança e LGPD,,80.0,,,31
municipio,4127700,Toledo,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4127700,Toledo,6,Infraestrutura,,98.59,,,1
municipio,4127700,Toledo,9,Transparência e Participação,,55.56,,,168
municipio,4128104,Umuarama,1,Governança do Governo Digital,,100.0,,,1
municipio,4128104,Umuarama,2,Qualidade dos Serviços Digitais,,69.33,,,204
municipio,4128104,Umuarama,3,Identificação Única,,100.0,,,1
municipio,4128104,Umuarama,4,Segurança e LGPD,,80.0,,,31
municipio,4128104,Umuarama,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4128104,Umuarama,6,Infraestrutura,,47.56,,,280
municipio,4128104,Umuarama,9,Transparência e Participação,,55.56,,,168
municipio,4202008,Balneário Camboriú,1,Governança do Governo Digital,,100.0,,,1
municipio,4202008,Balneário Camboriú,2,Qualidade dos Serviços Digitais,,83.33,,,61
municipio,4202008,Balneário Camboriú,3,Identificação Única,,100.0,,,1
municipio,4202008,Balneário Camboriú,4,Segurança e LGPD,,0.0,,,257
municipio,4202008,Balneário Camboriú,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4202008,Balneário Camboriú,6,Infraestrutura,,77.34,,,105
municipio,4202008,Balneário Camboriú,9,Transparência e Participação,,55.56,,,168
municipio,4202404,Blumenau,1,Governança do Governo Digital,,100.0,,,1
municipio,4202404,Blumenau,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,4202404,Blumenau,3,Identificação Única,,0.0,,,260
municipio,4202404,Blumenau,4,Segurança e LGPD,,100.0,,,1
municipio,4202404,Blumenau,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4202404,Blumenau,6,Infraestrutura,,97.33,,,16
municipio,4202404,Blumenau,9,Transparência e Participação,,88.89,,,3
municipio,4202909,Brusque,1,Governança do Governo Digital,,100.0,,,1
municipio,4202909,Brusque,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,4202909,Brusque,3,Identificação Única,,100.0,,,1
municipio,4202909,Brusque,4,Segurança e LGPD,,100.0,,,1
municipio,4202909,Brusque,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4202909,Brusque,6,Infraestrutura,,77.49,,,102
municipio,4202909,Brusque,9,Transparência e Participação,,77.78,,,23
municipio,4203204,Camboriú,1,Governança do Governo Digital,,100.0,,,1
municipio,4203204,Camboriú,2,Qualidade dos Serviços Digitais,,68.67,,,206
municipio,4203204,Camboriú,3,Identificação Única,,100.0,,,1
municipio,4203204,Camboriú,4,Segurança e LGPD,,40.0,,,142
municipio,4203204,Camboriú,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4203204,Camboriú,6,Infraestrutura,,66.09,,,209
municipio,4203204,Camboriú,9,Transparência e Participação,,55.56,,,168
municipio,4204202,Chapecó,1,Governança do Governo Digital,,100.0,,,1
municipio,4204202,Chapecó,2,Qualidade dos Serviços Digitais,,78.67,,,119
municipio,4204202,Chapecó,3,Identificação Única,,100.0,,,1
municipio,4204202,Chapecó,4,Segurança e LGPD,,100.0,,,1
municipio,4204202,Chapecó,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4204202,Chapecó,6,Infraestrutura,,67.55,,,164
municipio,4204202,Chapecó,9,Transparência e Participação,,77.78,,,23
municipio,4204608,Criciúma,1,Governança do Governo Digital,,100.0,,,1
municipio,4204608,Criciúma,2,Qualidade dos Serviços Digitais,,85.33,,,43
municipio,4204608,Criciúma,3,Identificação Única,,100.0,,,1
municipio,4204608,Criciúma,4,Segurança e LGPD,,80.0,,,31
municipio,4204608,Criciúma,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4204608,Criciúma,6,Infraestrutura,,77.55,,,99
municipio,4204608,Criciúma,9,Transparência e Participação,,66.67,,,82
municipio,4205407,Florianópolis,1,Governança do Governo Digital,,100.0,,,1
municipio,4205407,Florianópolis,2,Qualidade dos Serviços Digitais,,77.33,,,130
municipio,4205407,Florianópolis,3,Identificação Única,,100.0,,,1
municipio,4205407,Florianópolis,4,Segurança e LGPD,,80.0,,,31
municipio,4205407,Florianópolis,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4205407,Florianópolis,6,Infraestrutura,,57.18,,,233
municipio,4205407,Florianópolis,9,Transparência e Participação,,88.89,,,3
municipio,4208203,Itajaí,1,Governança do Governo Digital,,100.0,,,1
municipio,4208203,Itajaí,2,Qualidade dos Serviços Digitais,,88.0,,,34
municipio,4208203,Itajaí,3,Identificação Única,,100.0,,,1
municipio,4208203,Itajaí,4,Segurança e LGPD,,60.0,,,85
municipio,4208203,Itajaí,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4208203,Itajaí,6,Infraestrutura,,86.96,,,58
municipio,4208203,Itajaí,9,Transparência e Participação,,66.67,,,82
municipio,4208906,Jaraguá do Sul,1,Governança do Governo Digital,,100.0,,,1
municipio,4208906,Jaraguá do Sul,2,Qualidade dos Serviços Digitais,,84.67,,,53
municipio,4208906,Jaraguá do Sul,3,Identificação Única,,100.0,,,1
municipio,4208906,Jaraguá do Sul,4,Segurança e LGPD,,80.0,,,31
municipio,4208906,Jaraguá do Sul,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4208906,Jaraguá do Sul,6,Infraestrutura,,97.63,,,12
municipio,4208906,Jaraguá do Sul,9,Transparência e Participação,,66.67,,,82
municipio,4209102,Joinville,1,Governança do Governo Digital,,100.0,,,1
municipio,4209102,Joinville,2,Qualidade dos Serviços Digitais,,72.67,,,178
municipio,4209102,Joinville,3,Identificação Única,,100.0,,,1
municipio,4209102,Joinville,4,Segurança e LGPD,,80.0,,,31
municipio,4209102,Joinville,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4209102,Joinville,6,Infraestrutura,,97.33,,,16
municipio,4209102,Joinville,9,Transparência e Participação,,55.56,,,168
municipio,4209300,Lages,1,Governança do Governo Digital,,100.0,,,1
municipio,4209300,Lages,2,Qualidade dos Serviços Digitais,,68.67,,,206
municipio,4209300,Lages,3,Identificação Única,,100.0,,,1
municipio,4209300,Lages,4,Segurança e LGPD,,40.0,,,142
municipio,4209300,Lages,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4209300,Lages,6,Infraestrutura,,86.17,,,71
municipio,4209300,Lages,9,Transparência e Participação,,55.56,,,168
municipio,4211900,Palhoça,1,Governança do Governo Digital,,100.0,,,1
municipio,4211900,Palhoça,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,4211900,Palhoça,3,Identificação Única,,100.0,,,1
municipio,4211900,Palhoça,4,Segurança e LGPD,,20.0,,,190
municipio,4211900,Palhoça,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4211900,Palhoça,6,Infraestrutura,,66.92,,,189
municipio,4211900,Palhoça,9,Transparência e Participação,,55.56,,,168
municipio,4216602,São José,1,Governança do Governo Digital,,100.0,,,1
municipio,4216602,São José,2,Qualidade dos Serviços Digitais,,95.33,,,7
municipio,4216602,São José,3,Identificação Única,,100.0,,,1
municipio,4216602,São José,4,Segurança e LGPD,,20.0,,,190
municipio,4216602,São José,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4216602,São José,6,Infraestrutura,,87.43,,,47
municipio,4216602,São José,9,Transparência e Participação,,77.78,,,23
municipio,4218707,Tubarão,1,Governança do Governo Digital,,100.0,,,1
municipio,4218707,Tubarão,2,Qualidade dos Serviços Digitais,,68.0,,,211
municipio,4218707,Tubarão,3,Identificação Única,,100.0,,,1
municipio,4218707,Tubarão,4,Segurança e LGPD,,40.0,,,142
municipio,4218707,Tubarão,5,Dados e Interoperabilidade,,100.0,,,1
municipio,4218707,Tubarão,6,Infraestrutura,,57.43,,,230
municipio,4218707,Tubarão,9,Transparência e Participação,,66.67,,,82
municipio,4300604,Alvorada,1,Governança do Governo Digital,,100.0,,,1
municipio,4300604,Alvorada,2,Qualidade dos Serviços Digitais,,61.33,,,260
municipio,4300604,Alvorada,3,Identificação Única,,100.0,,,1
municipio,4300604,Alvorada,4,Segurança e LGPD,,0.0,,,257
municipio,4300604,Alvorada,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4300604,Alvorada,6,Infraestrutura,,66.59,,,198
municipio,4300604,Alvorada,9,Transparência e Participação,,44.44,,,256
municipio,4301602,Bagé,1,Governança do Governo Digital,,0.0,,,312
municipio,4301602,Bagé,2,Qualidade dos Serviços Digitais,,0.0,,,318
municipio,4301602,Bagé,3,Identificação Única,,0.0,,,260
municipio,4301602,Bagé,4,Segurança e LGPD,,0.0,,,257
municipio,4301602,Bagé,5,Dados e Interoperabilidade,,0.0,,,139
municipio,4301602,Bagé,6,Infraestrutura,,16.96,,,318
municipio,4301602,Bagé,9,Transparência e Participação,,0.0,,,319
municipio,4302105,Bento Gonçalves,1,Governança do Governo Digital,,100.0,,,1
municipio,4302105,Bento Gonçalves,2,Qualidade dos Serviços Digitais,,72.0,,,182
municipio,4302105,Bento Gonçalves,3,Identificação Única,,100.0,,,1
municipio,4302105,Bento Gonçalves,4,Segurança e LGPD,,20.0,,,190
